Region,Country,City
Asia,vietnam,Phan Thiet
Asia,vietnam,Phat Diem
Asia,vietnam,Phúc Thọ
Asia,vietnam,Phùng
Asia,vietnam,Phủ Lý
Asia,vietnam,Phú Minh
Asia,vietnam,Phú Mỹ
Asia,vietnam,Phù Yên
Asia,vietnam,Pleiku
Asia,vietnam,Quang Minh
Asia,vietnam,Quảng Ngãi
Asia,vietnam,Quảng Phú
Asia,vietnam,Quốc Oai
Asia,vietnam,Quy Nhơn
Asia,vietnam,Sa Dec City
Asia,vietnam,Sóc Trăng
Asia,vietnam,Sơn La
Asia,vietnam,Tam Kỳ
Asia,vietnam,Tam Quan
Asia,vietnam,Tan An
Asia,vietnam,Tân Châu
Asia,vietnam,Tan Hiep
Asia,vietnam,Tan Phu
Asia,vietnam,Tân Uyên
Asia,vietnam,Tây Đằng
Asia,vietnam,Tây Ninh
Asia,vietnam,Thái Bình
Asia,vietnam,Thái Nguyên
Asia,vietnam,Thanh Hóa
Asia,vietnam,Thới Lai
Asia,vietnam,Thổ Tang
Asia,vietnam,Thọ Xuân
Asia,vietnam,Trang Bang
Asia,vietnam,Trà Vinh City
Asia,vietnam,Tuyên Quang
Asia,vietnam,Tuy Hòa
Asia,vietnam,Đức Hòa
Asia,vietnam,Uông Bí
Asia,vietnam,Vạn Giã
Asia,vietnam,Việt Trì
Asia,vietnam,Vinh
Asia,vietnam,Vĩnh Yên
Asia,vietnam,Vung Tau
Asia,vietnam,Xuân Hòa
Asia,vietnam,Xuân Trường
Asia,vietnam,Yên Bái
Africa,botswana,Francistown
Africa,botswana,Gaborone
Africa,botswana,Kanye
Africa,botswana,Lobatse
Africa,botswana,Maun
Africa,botswana,Mmopane
Africa,botswana,Palapye
Latin America and the Caribbean,bolivia,Cobija
Latin America and the Caribbean,bolivia,Cochabamba
Latin America and the Caribbean,bolivia,El Alto [La Paz]
Latin America and the Caribbean,bolivia,Montero
Latin America and the Caribbean,bolivia,Oruro
Latin America and the Caribbean,bolivia,Potosí
Latin America and the Caribbean,bolivia,Riberalta
Latin America and the Caribbean,bolivia,Santa Cruz de la Sierra
Latin America and the Caribbean,bolivia,Sucre
Latin America and the Caribbean,bolivia,Tarija
Latin America and the Caribbean,bolivia,Trinidad
Latin America and the Caribbean,bolivia,Villazón
Africa,burundi,Bujumbura
Africa,burundi,Gatumba
Africa,burundi,Gitega
Africa,burundi,Ngozi
Africa,burundi,Nyanza Lac
Africa,burundi,Rumonge
Africa,burkina_faso,Banfora
Africa,burkina_faso,Bobo-Dioulasso
Africa,burkina_faso,Dédougou
Africa,burkina_faso,Dori
Africa,burkina_faso,Fada N'Gourma
Africa,burkina_faso,Houndé
Africa,burkina_faso,Kaya
Africa,burkina_faso,Koudougou
Africa,burkina_faso,Koupéla
Africa,burkina_faso,Leo
Africa,burkina_faso,Niangoloko
Africa,burkina_faso,Nouna
Africa,burkina_faso,Ouagadougou
Africa,burkina_faso,Ouahigouya
Africa,burkina_faso,Pouytenga
Africa,burkina_faso,Ziniaré
Latin America and the Caribbean,argentina,Bahía Blanca
Latin America and the Caribbean,argentina,Belén de Escobar
Latin America and the Caribbean,argentina,Buenos Aires
Latin America and the Caribbean,argentina,Campana
Latin America and the Caribbean,argentina,Cipolletti
Latin America and the Caribbean,argentina,Comodoro Rivadavia
Latin America and the Caribbean,argentina,Concepción
Latin America and the Caribbean,argentina,Concepción del Uruguay
Latin America and the Caribbean,argentina,Concordia
Latin America and the Caribbean,argentina,Cordoba
Latin America and the Caribbean,argentina,Corrientes
Latin America and the Caribbean,argentina,Eldorado
Latin America and the Caribbean,argentina,Formosa
Latin America and the Caribbean,argentina,General Pico
Latin America and the Caribbean,argentina,General Roca
Latin America and the Caribbean,argentina,General Rodríguez
Latin America and the Caribbean,argentina,Goya
Latin America and the Caribbean,argentina,Gualeguaychu
Latin America and the Caribbean,argentina,Junín
Latin America and the Caribbean,argentina,La Plata
Latin America and the Caribbean,argentina,La Rioja
Latin America and the Caribbean,argentina,Libertador Gral. San Martín
Latin America and the Caribbean,argentina,Luján
Latin America and the Caribbean,argentina,Mar del Plata
Latin America and the Caribbean,argentina,Mendoza
Latin America and the Caribbean,argentina,Necochea
Latin America and the Caribbean,argentina,Neuquén
Latin America and the Caribbean,argentina,Oberá
Latin America and the Caribbean,argentina,Olavarría
Latin America and the Caribbean,argentina,Paraná
Latin America and the Caribbean,argentina,Pergamino
Latin America and the Caribbean,argentina,Pilar
Latin America and the Caribbean,argentina,Posadas
Latin America and the Caribbean,argentina,Presidencia Roque Sáenz Peña
Latin America and the Caribbean,argentina,Puerto Madryn
Latin America and the Caribbean,argentina,Rafaela
Latin America and the Caribbean,argentina,Reconquista
Latin America and the Caribbean,argentina,Resistencia
Latin America and the Caribbean,argentina,Río Cuarto
Latin America and the Caribbean,argentina,Río Gallegos
Latin America and the Caribbean,argentina,Rosario
Latin America and the Caribbean,argentina,Salta
Latin America and the Caribbean,argentina,Santa Fe
Latin America and the Caribbean,argentina,Santa Rosa
Latin America and the Caribbean,argentina,Santiago del Estero
Latin America and the Caribbean,argentina,Santo Tomé
Latin America and the Caribbean,argentina,San Carlos de Bariloche
Latin America and the Caribbean,argentina,San Fernando del Valle de Catamarca
Latin America and the Caribbean,argentina,San Francisco
Latin America and the Caribbean,argentina,San Juan
Latin America and the Caribbean,argentina,San Luis
Latin America and the Caribbean,argentina,San Martín
Latin America and the Caribbean,argentina,San Miguel de Tucumán
Latin America and the Caribbean,argentina,San Nicolás de los Arroyos
Latin America and the Caribbean,argentina,San Pedro
Latin America and the Caribbean,argentina,San Rafael
Latin America and the Caribbean,argentina,San Ramón de la Nueva Orán
Latin America and the Caribbean,argentina,San Salvador de Jujuy
Latin America and the Caribbean,argentina,Tandil
Latin America and the Caribbean,argentina,Tartagal
Latin America and the Caribbean,argentina,Trelew
Latin America and the Caribbean,argentina,Tristán Suárez
Latin America and the Caribbean,argentina,Venado Tuerto
Latin America and the Caribbean,argentina,Viedma
Latin America and the Caribbean,argentina,Villa Carlos Paz
Latin America and the Caribbean,argentina,Villa María
Latin America and the Caribbean,argentina,Villa Mercedes
Latin America and the Caribbean,argentina,Yacuiba
Latin America and the Caribbean,argentina,Zárate
Asia,cambodia,Battambang
Asia,cambodia,Kampong Cham
Asia,cambodia,Kampong Chhnang
Asia,cambodia,Phnom Penh
Asia,cambodia,Poipet
Asia,cambodia,Siem Reap
Asia,cambodia,Sihanoukville
Asia,cambodia,Sisophon
Africa,central_african_republic,Badokwa
Africa,central_african_republic,Bambari
Africa,central_african_republic,Bangui
Africa,central_african_republic,Bouar
Africa,central_african_republic,Bria
Africa,central_african_republic,Carnot
Asia,bangladesh,Alamdanga
Asia,bangladesh,Alampur
Asia,bangladesh,Bagerhat
Asia,bangladesh,Baneshwar
Asia,bangladesh,Barisal
Asia,bangladesh,Barkhada
Asia,bangladesh,Beanibazar
Asia,bangladesh,Benapole
Asia,bangladesh,Bhaluka
Asia,bangladesh,Bhola
Asia,bangladesh,Bholarhat
Asia,bangladesh,Bodorganj
Asia,bangladesh,Bogra
Asia,bangladesh,Bogura
Asia,bangladesh,Brahmanbaria
Asia,bangladesh,Burimari
Asia,bangladesh,Chakaria
Asia,bangladesh,Chapainawabganj
Asia,bangladesh,Chattogram
Asia,bangladesh,Chuadanga
Asia,bangladesh,Comilla
Asia,bangladesh,Dhaka
Asia,bangladesh,Dinajpur
Asia,bangladesh,Faridpur
Asia,bangladesh,Feni
Asia,bangladesh,Gafargaon
Asia,bangladesh,Gaibandha
Asia,bangladesh,Gazaria
Asia,bangladesh,Godagari
Asia,bangladesh,Gopalganj
Asia,bangladesh,Habiganj
Asia,bangladesh,Homna
Asia,bangladesh,Ishurdi
Asia,bangladesh,Jaigir
Asia,bangladesh,Jamalpur
Asia,bangladesh,Jessore
Asia,bangladesh,Jhenaidah
Asia,bangladesh,Joypurhat
Asia,bangladesh,Khagrachhari
Asia,bangladesh,Khulna
Asia,bangladesh,Kishoreganj
Asia,bangladesh,Kotchadpur
Asia,bangladesh,Lakshmipur
Asia,bangladesh,Madaripur
Asia,bangladesh,Magura
Asia,bangladesh,Manikgonj
Asia,bangladesh,Meherpur
Asia,bangladesh,Moulvibazar
Asia,bangladesh,Muktagacha
Asia,bangladesh,Mymensingh
Asia,bangladesh,Nabinagar
Asia,bangladesh,Naogaon
Asia,bangladesh,Netrokona
Asia,bangladesh,Nilphamari
Asia,bangladesh,Pabna
Asia,bangladesh,Rajshahi
Asia,bangladesh,Rampur
Asia,bangladesh,রামু Ramu
Asia,bangladesh,Raujan
Asia,bangladesh,Saidpur
Asia,bangladesh,Shahbazpur Town
Asia,bangladesh,Shariatpur
Asia,bangladesh,Shibpur
Asia,bangladesh,Sirajganj
Asia,bangladesh,Sreemangal
Asia,bangladesh,Sunamganj District
Asia,bangladesh,Sylhet
Asia,bangladesh,Tangail
Asia,bangladesh,Tarail
Asia,bangladesh,Thakurgaon
Asia,bangladesh,Trishal
Asia,bangladesh,Ulipur
Asia,bangladesh,N/A
Asia,bangladesh,নাটোর
Asia,bangladesh,কালীগঞ্জ
Africa,chad,Abéché
Africa,chad,Bongor
Africa,chad,Doba
Africa,chad,Faya-Largeau
Africa,chad,Gore
Africa,chad,كيلو Kelo
Africa,chad,Koumra
Africa,chad,Laï
Africa,chad,Mao
Africa,chad,Moundou
Africa,chad,N'Djamena
Africa,chad,Pala
Africa,chad,Sarh
Africa,comoros,Fomboni
Africa,comoros,Moroni
Africa,cameroon,Bafia
Africa,cameroon,Bafoussam
Africa,cameroon,Bamenda
Africa,cameroon,Banki
Africa,cameroon,Banyo
Africa,cameroon,Batouri
Africa,cameroon,Bertoua
Africa,cameroon,Douala
Africa,cameroon,Dschang
Africa,cameroon,Ebolowa
Africa,cameroon,Edéa
Africa,cameroon,Foumban
Africa,cameroon,Foumbot
Africa,cameroon,Gamboru
Africa,cameroon,Garoua
Africa,cameroon,Garoua-Boulaï
Africa,cameroon,Guider
Africa,cameroon,Kaele
Africa,cameroon,Kribi
Africa,cameroon,Kumba
Africa,cameroon,Kumbo
Africa,cameroon,Limbé
Africa,cameroon,Mamfe
Africa,cameroon,Maroua
Africa,cameroon,Mbalmayo
Africa,cameroon,Mbouda
Africa,cameroon,Meiganga
Africa,cameroon,Mokolo
Africa,cameroon,Mora
Africa,cameroon,Muyuka
Africa,cameroon,Ndop
Africa,cameroon,Ngaoundal
Africa,cameroon,Ngaoundéré
Africa,cameroon,Nkambe
Africa,cameroon,Nkongsamba
Africa,cameroon,Tiko
Africa,cameroon,Wum
Africa,cameroon,Yagoua
Africa,cameroon,Yaounde
Africa,cameroon,Yokadouma
Latin America and the Caribbean,costa_rica,Barranca
Latin America and the Caribbean,costa_rica,Cartago
Latin America and the Caribbean,costa_rica,San José
Latin America and the Caribbean,cuba,Baracoa
Latin America and the Caribbean,cuba,Bayamo
Latin America and the Caribbean,cuba,Camagüey
Latin America and the Caribbean,cuba,Ciego de Ávila
Latin America and the Caribbean,cuba,Cienfuegos
Latin America and the Caribbean,cuba,Contramaestre
Latin America and the Caribbean,cuba,Guantanamo
Latin America and the Caribbean,cuba,Havana
Latin America and the Caribbean,cuba,Holguín
Latin America and the Caribbean,cuba,Las Tunas
Latin America and the Caribbean,cuba,Managua
Latin America and the Caribbean,cuba,Manzanillo
Latin America and the Caribbean,cuba,Matanzas
Latin America and the Caribbean,cuba,Nuevitas
Latin America and the Caribbean,cuba,Palma Soriano
Latin America and the Caribbean,cuba,Pinar del Rio
Latin America and the Caribbean,cuba,Sancti Spiritus
Latin America and the Caribbean,cuba,Santa Clara
Latin America and the Caribbean,cuba,Santiago de Cuba
Africa,djibouti,Djibouti
Africa,cote_d_ivoire,Abengourou
Africa,cote_d_ivoire,Abidjan
Africa,cote_d_ivoire,Aboisso
Africa,cote_d_ivoire,Adzopé
Africa,cote_d_ivoire,Agboville
Africa,cote_d_ivoire,Agnibilékrou
Africa,cote_d_ivoire,Bondoukou
Africa,cote_d_ivoire,Bonon
Africa,cote_d_ivoire,Bouaflé
Africa,cote_d_ivoire,Bouaké
Africa,cote_d_ivoire,Dabou
Africa,cote_d_ivoire,Daloa
Africa,cote_d_ivoire,Danané
Africa,cote_d_ivoire,Daoukro
Africa,cote_d_ivoire,Diégonéfla
Africa,cote_d_ivoire,Divo
Africa,cote_d_ivoire,Duekoue
Africa,cote_d_ivoire,Ferkéssédougou
Africa,cote_d_ivoire,Gagnoa
Africa,cote_d_ivoire,Grand-Bassam
Africa,cote_d_ivoire,Guiglo
Africa,cote_d_ivoire,Issia
Africa,cote_d_ivoire,Korhogo
Africa,cote_d_ivoire,Lakota
Africa,cote_d_ivoire,Man
Africa,cote_d_ivoire,Méagui
Africa,cote_d_ivoire,Ouangolodougou
Africa,cote_d_ivoire,Oumé
Africa,cote_d_ivoire,San-Pédro
Africa,cote_d_ivoire,Sinfra
Africa,cote_d_ivoire,Soubré
Africa,cote_d_ivoire,Tengréla
Africa,cote_d_ivoire,Vavoua
Africa,cote_d_ivoire,Yamoussoukro
Latin America and the Caribbean,dominican_republic,Azua
Latin America and the Caribbean,dominican_republic,Baní
Latin America and the Caribbean,dominican_republic,Barahona
Latin America and the Caribbean,dominican_republic,Bonao
Latin America and the Caribbean,dominican_republic,Higüey
Latin America and the Caribbean,dominican_republic,La Romana
Latin America and the Caribbean,dominican_republic,La Vega
Latin America and the Caribbean,dominican_republic,Mao
Latin America and the Caribbean,dominican_republic,Moca
Latin America and the Caribbean,dominican_republic,Puerto Plata
Latin America and the Caribbean,dominican_republic,Santiago de los Caballeros
Latin America and the Caribbean,dominican_republic,Santo Domingo
Latin America and the Caribbean,dominican_republic,San Cristóbal
Latin America and the Caribbean,dominican_republic,San Francisco de Macoris
Latin America and the Caribbean,dominican_republic,San Juan de la Maguana
Latin America and the Caribbean,dominican_republic,San Pedro de Macorís
Latin America and the Caribbean,colombia,Aguachica
Latin America and the Caribbean,colombia,Apartadó
Latin America and the Caribbean,colombia,Arauca
Latin America and the Caribbean,colombia,Arjona
Latin America and the Caribbean,colombia,Armenia
Latin America and the Caribbean,colombia,Barrancabermeja
Latin America and the Caribbean,colombia,Barranquilla
Latin America and the Caribbean,colombia,Bogota
Latin America and the Caribbean,colombia,Bucaramanga
Latin America and the Caribbean,colombia,Buga
Latin America and the Caribbean,colombia,Calarcá
Latin America and the Caribbean,colombia,Caldas
Latin America and the Caribbean,colombia,Cali
Latin America and the Caribbean,colombia,Cartagena
Latin America and the Caribbean,colombia,Cartago
Latin America and the Caribbean,colombia,Caucasia
Latin America and the Caribbean,colombia,Cereté
Latin America and the Caribbean,colombia,Chía
Latin America and the Caribbean,colombia,Chigorodó
Latin America and the Caribbean,colombia,Chiquinquirá
Latin America and the Caribbean,colombia,Ciénaga
Latin America and the Caribbean,colombia,Cúcuta
Latin America and the Caribbean,colombia,Duitama
Latin America and the Caribbean,colombia,El Carmen de Bolívar
Latin America and the Caribbean,colombia,Facatativá
Latin America and the Caribbean,colombia,Florencia
Latin America and the Caribbean,colombia,Fundación
Latin America and the Caribbean,colombia,Fusagasugá
Latin America and the Caribbean,colombia,Garzón
Latin America and the Caribbean,colombia,Granada
Latin America and the Caribbean,colombia,Ibagué
Latin America and the Caribbean,colombia,Ipiales
Latin America and the Caribbean,colombia,Jamundí
Latin America and the Caribbean,colombia,La Dorada
Latin America and the Caribbean,colombia,Lorica
Latin America and the Caribbean,colombia,Magangué
Latin America and the Caribbean,colombia,Maicao
Latin America and the Caribbean,colombia,Manizales
Latin America and the Caribbean,colombia,Manuela
Latin America and the Caribbean,colombia,Medellín
Latin America and the Caribbean,colombia,Montelíbano
Latin America and the Caribbean,colombia,Montería
Latin America and the Caribbean,colombia,Morroa
Latin America and the Caribbean,colombia,Neiva
Latin America and the Caribbean,colombia,Ocaña
Latin America and the Caribbean,colombia,Orito
Latin America and the Caribbean,colombia,Palmira
Latin America and the Caribbean,colombia,Pamplona
Latin America and the Caribbean,colombia,Pasto
Latin America and the Caribbean,colombia,Pereira
Latin America and the Caribbean,colombia,Piedecuesta
Latin America and the Caribbean,colombia,Pitalito
Latin America and the Caribbean,colombia,Planeta Rica
Latin America and the Caribbean,colombia,Playa Blanca
Latin America and the Caribbean,colombia,Popayán
Latin America and the Caribbean,colombia,Puerto Asís
Latin America and the Caribbean,colombia,Puerto Boyacá
Latin America and the Caribbean,colombia,Quibdó
Latin America and the Caribbean,colombia,Riohacha
Latin America and the Caribbean,colombia,Rionegro
Latin America and the Caribbean,colombia,Sabanalarga
Latin America and the Caribbean,colombia,Sahagún
Latin America and the Caribbean,colombia,Santander de Quilichao
Latin America and the Caribbean,colombia,Santa Marta
Latin America and the Caribbean,colombia,Santa Rosa de Cabal
Latin America and the Caribbean,colombia,San Andrés
Latin America and the Caribbean,colombia,San José del Guaviare
Latin America and the Caribbean,colombia,San Vicente del Caguán
Latin America and the Caribbean,colombia,Saravena
Latin America and the Caribbean,colombia,Sincelejo
Latin America and the Caribbean,colombia,Tierralta
Latin America and the Caribbean,colombia,Tuluá
Latin America and the Caribbean,colombia,Tunja
Latin America and the Caribbean,colombia,Turbaco
Latin America and the Caribbean,colombia,Valledupar
Latin America and the Caribbean,colombia,Villavicencio
Latin America and the Caribbean,colombia,Villa del Rosario
Latin America and the Caribbean,colombia,Yopal
Latin America and the Caribbean,colombia,Zipaquirá
Africa,democratic_republic_of_the_congo,Aketi
Africa,democratic_republic_of_the_congo,Ariwara
Africa,democratic_republic_of_the_congo,Aru
Africa,democratic_republic_of_the_congo,Bandundu
Africa,democratic_republic_of_the_congo,Baraka
Africa,democratic_republic_of_the_congo,Basankusu
Africa,democratic_republic_of_the_congo,Bena Tshishimbi
Africa,democratic_republic_of_the_congo,Beni
Africa,democratic_republic_of_the_congo,Boende
Africa,democratic_republic_of_the_congo,Boma
Africa,democratic_republic_of_the_congo,Bondo
Africa,democratic_republic_of_the_congo,Bukavu
Africa,democratic_republic_of_the_congo,Bumba
Africa,democratic_republic_of_the_congo,Bunia
Africa,democratic_republic_of_the_congo,Buta
Africa,democratic_republic_of_the_congo,Butembo
Africa,democratic_republic_of_the_congo,Demba
Africa,democratic_republic_of_the_congo,Dilolo
Africa,democratic_republic_of_the_congo,Dungu
Africa,democratic_republic_of_the_congo,Elila
Africa,democratic_republic_of_the_congo,Fungurume
Africa,democratic_republic_of_the_congo,Gemena
Africa,democratic_republic_of_the_congo,Goma
Africa,democratic_republic_of_the_congo,Idiofa
Africa,democratic_republic_of_the_congo,Ilebo
Africa,democratic_republic_of_the_congo,Isiro
Africa,democratic_republic_of_the_congo,Kabalo
Africa,democratic_republic_of_the_congo,Kabinda
Africa,democratic_republic_of_the_congo,Kabondo-Dianda
Africa,democratic_republic_of_the_congo,Kabongo
Africa,democratic_republic_of_the_congo,Kahinda
Africa,democratic_republic_of_the_congo,Kakanda
Africa,democratic_republic_of_the_congo,Kakenge
Africa,democratic_republic_of_the_congo,Kalemie
Africa,democratic_republic_of_the_congo,Kalimva
Africa,democratic_republic_of_the_congo,Kambove
Africa,democratic_republic_of_the_congo,Kamina
Africa,democratic_republic_of_the_congo,Kamituga
Africa,democratic_republic_of_the_congo,Kananga
Africa,democratic_republic_of_the_congo,Kanyama
Africa,democratic_republic_of_the_congo,Kasaji
Africa,democratic_republic_of_the_congo,Kasenga
Africa,democratic_republic_of_the_congo,Kasongo
Africa,democratic_republic_of_the_congo,Kasongo-Lunda
Africa,democratic_republic_of_the_congo,Kasumbalesa
Africa,democratic_republic_of_the_congo,Kenge
Africa,democratic_republic_of_the_congo,Kibomango
Africa,democratic_republic_of_the_congo,Kikondja
Africa,democratic_republic_of_the_congo,Kikwit
Africa,democratic_republic_of_the_congo,Kilwa
Africa,democratic_republic_of_the_congo,Kimpese
Africa,democratic_republic_of_the_congo,Kindu
Africa,democratic_republic_of_the_congo,Kingombe
Africa,democratic_republic_of_the_congo,Kinshasa
Africa,democratic_republic_of_the_congo,Kinzao
Africa,democratic_republic_of_the_congo,Kipushi
Africa,democratic_republic_of_the_congo,Kisangani
Africa,democratic_republic_of_the_congo,Kisantu
Africa,democratic_republic_of_the_congo,Kitenge
Africa,democratic_republic_of_the_congo,Kolwezi
Africa,democratic_republic_of_the_congo,Kongolo
Africa,democratic_republic_of_the_congo,Kwilu-Ngongo
Africa,democratic_republic_of_the_congo,Kyolo
Africa,democratic_republic_of_the_congo,Likasi
Africa,democratic_republic_of_the_congo,Lisala
Africa,democratic_republic_of_the_congo,Lubao
Africa,democratic_republic_of_the_congo,Lubumbashi
Africa,democratic_republic_of_the_congo,Luena
Africa,democratic_republic_of_the_congo,Luiza
Africa,democratic_republic_of_the_congo,Lukalaba
Africa,democratic_republic_of_the_congo,Lwambo
Africa,democratic_republic_of_the_congo,Lwebo
Africa,democratic_republic_of_the_congo,Makanza
Africa,democratic_republic_of_the_congo,Malemba Nkulu
Africa,democratic_republic_of_the_congo,Mambasa
Africa,democratic_republic_of_the_congo,Manono
Africa,democratic_republic_of_the_congo,Matadi
Africa,democratic_republic_of_the_congo,Mbandaka
Africa,democratic_republic_of_the_congo,Mbanza-Ngungu
Africa,democratic_republic_of_the_congo,Mbuji-Mayi
Africa,democratic_republic_of_the_congo,Moanda
Africa,democratic_republic_of_the_congo,Mongbwalu
Africa,democratic_republic_of_the_congo,Mpose
Africa,democratic_republic_of_the_congo,Mukanga
Africa,democratic_republic_of_the_congo,Mukubu
Africa,democratic_republic_of_the_congo,Mulongo
Africa,democratic_republic_of_the_congo,Mwadingusha
Africa,democratic_republic_of_the_congo,Mweka
Africa,democratic_republic_of_the_congo,Mwene-Ditu
Africa,democratic_republic_of_the_congo,Nyunzu
Africa,democratic_republic_of_the_congo,Oicha
Africa,democratic_republic_of_the_congo,Punia
Africa,democratic_republic_of_the_congo,Samba
Africa,democratic_republic_of_the_congo,Sandoa
Africa,democratic_republic_of_the_congo,Shabunda
Africa,democratic_republic_of_the_congo,Tshela
Africa,democratic_republic_of_the_congo,Tshikapa
Africa,democratic_republic_of_the_congo,N/A
Africa,democratic_republic_of_the_congo,Uvira
Africa,democratic_republic_of_the_congo,Yakoma
Latin America and the Caribbean,ecuador,Ambato
Latin America and the Caribbean,ecuador,Babahoyo
Latin America and the Caribbean,ecuador,Cantón Santo Domingo de los Tsachilas
Latin America and the Caribbean,ecuador,Chone
Latin America and the Caribbean,ecuador,City of Loja
Latin America and the Caribbean,ecuador,Cuenca
Latin America and the Caribbean,ecuador,Daule
Latin America and the Caribbean,ecuador,El Carmen
Latin America and the Caribbean,ecuador,Esmeraldas
Latin America and the Caribbean,ecuador,Guayaquil
Latin America and the Caribbean,ecuador,Ibarra
Latin America and the Caribbean,ecuador,Latacunga
Latin America and the Caribbean,ecuador,Machala
Latin America and the Caribbean,ecuador,Manta
Latin America and the Caribbean,ecuador,Milagro
Latin America and the Caribbean,ecuador,Nueva Loja
Latin America and the Caribbean,ecuador,Otavalo
Latin America and the Caribbean,ecuador,Pasaje
Latin America and the Caribbean,ecuador,Portoviejo
Latin America and the Caribbean,ecuador,Quevedo
Latin America and the Caribbean,ecuador,Quito
Latin America and the Caribbean,ecuador,Riobamba
Latin America and the Caribbean,ecuador,Santa Elena
Latin America and the Caribbean,ecuador,San Jacinto de Buena Fe
Latin America and the Caribbean,ecuador,Tulcán
Latin America and the Caribbean,ecuador,Tumbaco
Latin America and the Caribbean,ecuador,Vinces
Latin America and the Caribbean,ecuador,Zarumilla
Latin America and the Caribbean,el_salvador,Ahuachapan
Latin America and the Caribbean,el_salvador,Chalchuapa
Latin America and the Caribbean,el_salvador,Lourdes
Latin America and the Caribbean,el_salvador,Santa Ana
Latin America and the Caribbean,el_salvador,San Juan Nonualco [Zacatecoluca]
Latin America and the Caribbean,el_salvador,San Miguel
Latin America and the Caribbean,el_salvador,San Salvador
Latin America and the Caribbean,el_salvador,Sonsonate
Latin America and the Caribbean,el_salvador,Usulután
Africa,equatorial_guinea,Bata
Africa,equatorial_guinea,Malabo
Africa,eritrea,Asmara
Oceania,fiji,Suva
Africa,gabon,Libreville
Africa,gabon,Port-Gentil
Africa,ethiopia,Adama
Africa,ethiopia,Addis Ababa
Africa,ethiopia,Agaro
Africa,ethiopia,Alaba Kulito
Africa,ethiopia,Ambo
Africa,ethiopia,Arba Minch
Africa,ethiopia,Arsi Negelle
Africa,ethiopia,Asella
Africa,ethiopia,Asosa
Africa,ethiopia,Bahir Dar
Africa,ethiopia,Bako
Africa,ethiopia,Bedele
Africa,ethiopia,Bishoftu
Africa,ethiopia,Butajira
Africa,ethiopia,Debre Birhan
Africa,ethiopia,Dessie
Africa,ethiopia,Dilla
Africa,ethiopia,Dire Dawa
Africa,ethiopia,Dolo
Africa,ethiopia,Dukem
Africa,ethiopia,Ginir
Africa,ethiopia,Gonder
Africa,ethiopia,Harar
Africa,ethiopia,Hawassa
Africa,ethiopia,Holeta
Africa,ethiopia,Hossana
Africa,ethiopia,Jijiga
Africa,ethiopia,Jimma
Africa,ethiopia,Kebri Dehar
Africa,ethiopia,Kombolcha
Africa,ethiopia,Meki
Africa,ethiopia,Mek'elē
Africa,ethiopia,Metu
Africa,ethiopia,Mojo
Africa,ethiopia,Moyale
Africa,ethiopia,Nekemte
Africa,ethiopia,Robe
Africa,ethiopia,Shashamane
Africa,ethiopia,Sodo
Africa,ethiopia,Sululta
Africa,ethiopia,Tepi
Africa,ethiopia,Waliso
Africa,ethiopia,Weldiya
Africa,ethiopia,Welkite
Africa,ethiopia,Ziway
Africa,gambia,Brikama
Africa,gambia,Farafenni
Africa,gambia,Serrekunda
Africa,gambia,Yundum
Africa,egypt,6th of October
Africa,egypt,9th
Africa,egypt,Abu Huminus
Africa,egypt,Abu Kabir‎
Africa,egypt,Abu Manna Gharb
Africa,egypt,Abu Qurqas
Africa,egypt,Abu Sir Bana
Africa,egypt,Abu Tig
Africa,egypt,Abyūhā
Africa,egypt,Aga
Africa,egypt,Aghour Al-Kubra
Africa,egypt,Alexandria
Africa,egypt,Al Arish
Africa,egypt,Al Ayyat
Africa,egypt,Al Balakus
Africa,egypt,Al Bustan
Africa,egypt,Al Daraksa
Africa,egypt,Al Gharabwa
Africa,egypt,Al-Gharaq
Africa,egypt,Al Halawat
Africa,egypt,Al Ikhsas
Africa,egypt,Al Inab al Saghirah
Africa,egypt,Al Ismailiya
Africa,egypt,Al Kafr al Bahri
Africa,egypt,Al Manshiyah al Qibliyah
Africa,egypt,Al-Manzala
Africa,egypt,Al-Minya
Africa,egypt,Al Nazla
Africa,egypt,Al-Qobabat
Africa,egypt,Al Saaida
Africa,egypt,Al Saff
Africa,egypt,Al Sahil Bahari
Africa,egypt,Al Salamiyah al Hait
Africa,egypt,Al-Santa
Africa,egypt,Al-Wasitah
Africa,egypt,Al-Zaqaziq‎
Africa,egypt,Al Zayyatin al Qibliyah
Africa,egypt,An Nazlah
Africa,egypt,Armant Al-Waburat
Africa,egypt,Ashmoun
Africa,egypt,Aswan
Africa,egypt,Asyut
Africa,egypt,Atmeeda
Africa,egypt,Atsa
Africa,egypt,Aţ Ţawābīyah
Africa,egypt,Aulad Ileiu
Africa,egypt,Awlad Sarhan
Africa,egypt,Balyana
Africa,egypt,Banha
Africa,egypt,Beni Adi
Africa,egypt,Beni Mazar
Africa,egypt,Beni Suef
Africa,egypt,Biba
Africa,egypt,Bilbeis
Africa,egypt,Bilqas
Africa,egypt,Birma
Africa,egypt,Bush
Africa,egypt,Cairo
Africa,egypt,Dairut
Africa,egypt,Damanhur
Africa,egypt,Damietta
Africa,egypt,Damshir
Africa,egypt,Daquf
Africa,egypt,Dayr Abu Maqrufah
Africa,egypt,Delingat
Africa,egypt,Desouk
Africa,egypt,Dirin
Africa,egypt,Dishna
Africa,egypt,Diyarb al Suq
